,url,label,with_ip,dot_count,at_Symbol_count,is_google_index,directory_count,embed_domain_count,digits_count,parameter_count,fragments_count,hostname,is_live,url_len,class
966,http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,defacement,True,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,rendeck.com,False,79.0,0
967,youtube.com/watch?v=AEXM7LxEwig,benign,True,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,youtube.com,False,38.0,1
968,sydsarthaus.com,phishing,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sydsarthaus.com,False,22.0,0
969,http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,phishing,False,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,icomtec.com.my,False,98.0,0
970,afugowe.com,phishing,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,afugowe.com,False,18.0,0
971,allposters.co.uk/-st/Tessier-Posters_c82413_.htm,benign,True,3.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,allposters.co.uk,False,55.0,1
972,montrealselectlimo.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,montrealselectlimo.com,False,30.0,1
973,wiley.com/bw/editors.asp?ref=1098-1616,benign,True,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,wiley.com,False,45.0,1
974,theposselist.com/agencies/indiana/indianapolis/,benign,True,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,theposselist.com,False,54.0,1
975,http://www.qrscelltech.com/de/component/content/article/44-qrs-fuer-leistungsorientierte-menschen?tmpl=component&print=1&page=,defacement,False,2.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,www.qrscelltech.com,False,126.0,0
976,montrealgazette.com/sports/Horror+Hartford+silver+lining/5723049/story.html,benign,True,2.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,montrealgazette.com,False,82.0,1
977,katu.com/traffic/live,benign,True,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,katu.com,False,28.0,1
978,http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source,benign,True,5.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,torcache.net,True,116.0,1
979,hollow-art.com/base/jessalyn-gilsig-heroes,benign,True,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,hollow-art.com,False,49.0,1
980,theglobeandmail.com/life/health/leslie-roberts-works-out-hard-to-overcome-a-poor-family-health-history/article1558802/,benign,True,1.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,theglobeandmail.com,False,125.0,1
981,burbed.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,burbed.com,False,18.0,1
982,http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,defacement,True,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,www.identcode.cz,True,59.0,0
983,mylife.com/c-1956134312,benign,True,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,mylife.com,False,30.0,1
984,ca.linkedin.com/pub/dir/Angela/+/ca-4880-Vancouver%2C-Canada-Area,benign,True,2.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,ca.linkedin.com,False,72.0,1
985,mylife.com/damonhenrysr,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mylife.com,False,30.0,1
986,rottentomatoes.com/m/the_swimming_pool/,benign,True,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,rottentomatoes.com,False,46.0,1
987,aceshowbiz.com/celebrity/dianne_wiest/,benign,True,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,aceshowbiz.com,False,45.0,1
988,https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended,benign,True,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,medium.com,False,113.0,1
989,elyrics.net/read/p/prince-lyrics/why-you-wanna-treat-me-so-bad-lyrics.html,benign,True,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,elyrics.net,False,81.0,1
990,http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,malware,True,1.0,0.0,0.0,2.0,0.0,22.0,0.0,0.0,9779.info,False,84.0,0
991,checksure.biz/directors-da-121.htm,benign,True,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,checksure.biz,False,41.0,1
992,people.famouswhy.com/ramzi_yousef/,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,people.famouswhy.com,True,41.0,1
993,wn.com/Raymond,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wn.com,False,21.0,1
994,trtsport.cz,malware,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,trtsport.cz,False,18.0,0
995,youtube.com/watch?v=aYRauv5oeXQ,benign,True,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,youtube.com,False,38.0,1
996,armchairgm.wikia.com/San_Diego_Chargers,benign,True,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,armchairgm.wikia.com,False,46.0,1
997,imartial.com/,benign,True,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,imartial.com,False,20.0,1
998,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,malware,True,4.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,style.org.hc360.com,True,71.0,0
999,ammmmazonm.temp.swtest.ru,phishing,False,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ammmmazonm.temp.swtest.ru,False,32.0,0
1000,theglobeandmail.com/report-on-business/careers/susan-pinker/why-we-cant-really-assess-our-own-skills-and-performance/article1896412/,benign,True,1.0,0.0,1.0,6.0,0.0,7.0,0.0,0.0,theglobeandmail.com,False,139.0,1
1001,doom.ocremix.org/,benign,True,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,doom.ocremix.org,False,24.0,1
1002,yidio.com/celebrity/ted+lange,benign,True,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,yidio.com,False,36.0,1
1003,mondotimes.com/1/world/ca/63/3144/27447,benign,True,1.0,0.0,1.0,6.0,0.0,12.0,0.0,0.0,mondotimes.com,False,46.0,1
1004,montrealgazette.com/health/Cancer+fight+hits+home+Alouettes+Marc+Olivier+Brouillette/5589710/story.html,benign,True,2.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,montrealgazette.com,False,110.0,1
1005,wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,benign,True,3.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,wanderingcommuter.blogspot.com,True,88.0,1
1006,http://www.cannonvaleautopro.com.au/tools.html,defacement,True,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,www.cannonvaleautopro.com.au,False,46.0,0
1007,http://qz.com/371908/the-greeks-money-already-stuffed-under-mattresses-may-learn-their-fate-this-weekend/,benign,True,1.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,qz.com,False,105.0,1
1008,baseball-almanac.com/yearly/yr1887a.shtml,benign,True,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,baseball-almanac.com,False,48.0,1
1009,worthpoint.com/worthopedia/1881-rogers-silver-plate-tea-pot-sugar-bowl,benign,True,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,worthpoint.com,False,77.0,1
1010,daylife.com/topic/Gabriel_Aubry,benign,True,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,daylife.com,False,38.0,1
1011,chnm.gmu.edu/dimenovels/romance_series.html,benign,True,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,chnm.gmu.edu,False,50.0,1
1012,mafiaslugger.blogspot.com/,benign,True,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,mafiaslugger.blogspot.com,True,33.0,1
1013,forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990,benign,True,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,forecaster.thehockeynews.com,False,68.0,1
1014,amazon.com/Lonely-Planet-British-Columbia-Fanselow/dp/1864502207,benign,True,1.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,amazon.com,False,71.0,1
1015,flightsimhangar.com/fsblog/?p=1061,benign,True,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,flightsimhangar.com,False,41.0,1
1016,comtedegrasse.org/history.html,benign,False,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,comtedegrasse.org,False,37.0,1
1017,section303.com/jp-dumont-bought-out-by-the-nashville-predators-11886,benign,True,1.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,section303.com,False,75.0,1
1018,zimbio.com/Marshon+Brooks,benign,False,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,zimbio.com,False,32.0,1
1019,linkedin.com/pub/dir/donald/harvey,benign,True,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,linkedin.com,False,41.0,1
1020,scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/,benign,True,1.0,0.0,1.0,6.0,0.0,17.0,0.0,0.0,scnow.com,False,96.0,1
1021,http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,phishing,False,3.0,0.0,1.0,3.0,0.0,40.0,0.0,0.0,www.naylorantiques.com,False,243.0,0
1022,http://diddydeshi.com/latest-news/2-latest-news/261-speech-given-at-october-main-grading.html,defacement,True,2.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,diddydeshi.com,False,93.0,0
1023,songlyrics.com/doobie-brothers/sweet-maxine-lyrics/,benign,True,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,songlyrics.com,False,58.0,1
1024,http://babal.net/downloads_details/497/%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D9%87%D8%B1---%D8%A7%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1,benign,True,1.0,0.0,1.0,3.0,0.0,45.0,0.0,0.0,babal.net,False,158.0,1
1025,http://pastehtml.com/view/b2i243gkw.html,phishing,True,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,pastehtml.com,False,40.0,0
1026,http://img14.360buyimg.com/n12/g12/M00/07/06/rBEQYVGV9NMIAAAAAAC3mn17ud8AABZ_wDjtTAAALey000.jpg%21q70.jpg,malware,True,4.0,0.0,0.0,6.0,0.0,27.0,0.0,0.0,img14.360buyimg.com,False,105.0,0
1027,crisiscampmontreal.wordpress.com/,benign,True,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,crisiscampmontreal.wordpress.com,False,40.0,1
1028,http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malware,True,1.0,0.0,1.0,2.0,0.0,26.0,0.0,0.0,9779.info,False,81.0,0
1029,http://www.natureevent.dk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uYXR1cmVldmVudC5kay9ha3Rpdml0ZXRlci5odG1s,defacement,True,3.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,www.natureevent.dk,False,130.0,0
1030,broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/stations/tvlinks.html,benign,True,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,broadcasting-history.ca,False,105.0,1
1031,johndouglasmindhunter.com/forums/viewtopic.php?t=6383,benign,True,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,johndouglasmindhunter.com,False,60.0,1
1032,rachelperry.wordpress.com/2010/07/02/zach-and-angie-houston-wedding-photography/,benign,True,2.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,rachelperry.wordpress.com,False,87.0,1
1033,iraqwarheroes.org/wightman.htm,benign,True,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,iraqwarheroes.org,True,37.0,1
1034,legacy.com/obituaries/herald/obituary.aspx?n=jeffrey-m-klein&pid=149024269,benign,True,2.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,legacy.com,False,81.0,1
1035,associatedcontent.com/article/2907580/2010_nfl_predictions_buffalo_bills.html,benign,True,2.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,associatedcontent.com,False,84.0,1
1036,company-formations-ireland.com/companies-registration-office.html,benign,False,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,company-formations-ireland.com,False,72.0,1
1037,eagletribune.com/obituaries/x1305242071/Matilda-Sirois-81,benign,True,1.0,0.0,1.0,3.0,0.0,12.0,0.0,0.0,eagletribune.com,False,64.0,1
1038,funnybumblog.com/just-for-laughs-gags-accidental-shooting-prank/,benign,False,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,funnybumblog.com,False,71.0,1
1039,en.wikipedia.org/wiki/Aria_(disambiguation),benign,True,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,50.0,1
1040,http://sladkiybuket.net/index.php?page=shop.product_details&category_id=4&flypage=flypage_lite_pdf.tpl&product_id=37&option=com_virtuemart&Itemid=55,defacement,False,4.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,sladkiybuket.net,False,148.0,0
1041,http://www.sklep-splawik.pl/index.php?option=com_content&view=article&id=17:pokaz-maver-2010&catid=7:pokazy-sprztu&Itemid=13,defacement,True,3.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,www.sklep-splawik.pl,False,124.0,0
1042,urbanspoon.com/r/6/764245/restaurant/Locust-Street-Deli-Cafe-Walnut-Creek,benign,True,1.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,urbanspoon.com,False,80.0,1
1043,facebook.com/people/Randall-Moss/1118160021,benign,True,1.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,facebook.com,False,50.0,1
1044,http://www.latablepaysanne.fr/index.php?option=com_content&view=frontpage&Itemid=12,defacement,True,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,www.latablepaysanne.fr,False,83.0,0
1045,http://www.lescoulissesdetanger.com/galeriesmusees,defacement,False,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,www.lescoulissesdetanger.com,False,50.0,0
1046,http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=53:custom-templates&catid=36:web-development&Itemid=71,defacement,True,3.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,www.akmediaproductions.ca,False,132.0,0
1047,kansas.com/2011/10/25/2076791/a-history-of-kemper-arena-in-pictures.html,benign,True,2.0,0.0,1.0,5.0,0.0,15.0,0.0,0.0,kansas.com,False,79.0,1
1048,en.wikipedia.org/wiki/KBWF,benign,True,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,33.0,1
1049,manta.com/c/mt7wwmh/jason-rhoades,benign,True,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,manta.com,False,40.0,1
1050,amazon.com/Pink-Motel-VHS-Phyllis-Diller/dp/6301930185,benign,True,1.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,amazon.com,False,61.0,1
1051,allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,benign,True,3.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,allensarchiveofearlyoldcountrymusic.blogspot.com,True,104.0,1
1052,wn.com/lewislavoie,benign,True,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,wn.com,False,25.0,1
1053,packersnews.greenbaypressgazette.com/article/20111027/PKR01/111027128/Green-Bay-Packers-quarterback-Aaron-Rodgers-zeroing-in-on-record-breaking-season,benign,True,2.0,0.0,1.0,5.0,0.0,19.0,0.0,0.0,packersnews.greenbaypressgazette.com,False,157.0,1
1054,en.wikipedia.org/wiki/Will_Work_for_Food_(TV_show),benign,True,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,57.0,1
1055,kwqc.com/Global/story.asp?S=15903666,benign,True,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,kwqc.com,False,43.0,1
1056,christianacare.org/,benign,True,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,christianacare.org,False,26.0,1
1057,http://annviviskennel.net/index.php?option=com_content&view=article&id=56&Itemid=79,defacement,False,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,annviviskennel.net,False,83.0,0
1058,info-online-account.net,phishing,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,info-online-account.net,False,30.0,0
1059,jets.nhl.com/club/news.htm?id=569847,benign,True,3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,jets.nhl.com,False,43.0,1
1060,gamefilmexpress.com/,benign,True,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,gamefilmexpress.com,False,27.0,1
1061,wolfslatkin.com/Attorneys/Albert-B-Wolf.shtml,benign,True,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,wolfslatkin.com,False,52.0,1
1062,tv.com/shows/bewitched/the-house-that-uncle-arthur-built-25554/,benign,False,1.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,tv.com,False,70.0,1
1063,http://www.mo-priv.ru/index.php?option=com_content&view=article&id=838:2012-02-20-05-31-23&catid=39:2010-03-31-18-10-44&Itemid=62,defacement,False,3.0,0.0,0.0,1.0,0.0,35.0,4.0,0.0,www.mo-priv.ru,False,129.0,0
1064,garybruce.bandcamp.com/,benign,True,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,garybruce.bandcamp.com,False,30.0,1
1065,facebook.com/people/Chester-Brown/1321855909,benign,True,1.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,facebook.com,False,51.0,1
1066,movies.msn.com/celebrities/celebrity-biography/dean-stockwell/,benign,True,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,movies.msn.com,False,69.0,1
1067,http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.browse&category_id=71,defacement,False,4.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,www.dtcbv.nl,False,83.0,0
1068,http://www.real-house.nl/home/169-news-scene/964-the-calling-of-defected.html?tmpl=component&print=1&page=,defacement,False,3.0,0.0,0.0,3.0,0.0,7.0,2.0,0.0,www.real-house.nl,False,106.0,0
1069,ibnlive.in.com/news/ram-sampath-to-compose-for-rock-the-shaadi/190544-8-66.html,benign,False,3.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,ibnlive.in.com,False,86.0,1
1070,washingtonexaminer.com/news/2011/11/safrica-top-politician-faces-bribery-accusations?category=18,benign,True,1.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,washingtonexaminer.com,False,103.0,1
1071,fordfocus2012.org/,benign,False,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,fordfocus2012.org,False,25.0,1
1072,microencapsulation.readmyweather.com,malware,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,microencapsulation.readmyweather.com,False,43.0,0
1073,http://www.ondrejov.cz/programy/uzavrena-skupina,defacement,True,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,www.ondrejov.cz,False,48.0,0
1074,salary-money.com/samuel-eto-salary-euro-625000.php,benign,True,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,salary-money.com,False,57.0,1
1075,classicrockforums.com/forum/f53/rip-jim-clench-10766/,benign,True,1.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,classicrockforums.com,False,60.0,1
1076,youtube.com/watch?v=093nXYvngLc,benign,True,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,youtube.com,False,38.0,1
1077,en.wikipedia.org/wiki/List_of_hemophilia_organizations,benign,True,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,61.0,1
1078,last.fm/music/Arcade+Fire,benign,True,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,last.fm,False,32.0,1
1079,evri.com/person/charles-l.-frink-0x5ae8da,benign,True,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,evri.com,False,48.0,1
1080,http://engine32truck16.com/component/content/article/87-anacostia-house.html,defacement,False,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,engine32truck16.com,False,76.0,0
1081,http://onlineigri.net/all-games/igri-s-koli,defacement,True,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,onlineigri.net,False,43.0,0
1082,en.wikipedia.org/wiki/St._Vincent_Mercy_Children%27s_Hospital,benign,True,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,en.wikipedia.org,False,68.0,1
1083,pennyfather.com/_nameindex.html,benign,False,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,pennyfather.com,False,38.0,1
1084,http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,malware,False,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,www.vilagnomad.com,False,69.0,0
1085,http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=420&Itemid=1,defacement,True,4.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,r-tuning.com.ua,False,96.0,0
1086,soccer365.com/news/u_s_news/m_l_s/6633/de_rosario_named_mls_mvp,benign,True,1.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,soccer365.com,False,70.0,1
1087,lindaguarino.com/detail.asp?listingid=w32666&agentid=111138&searchtype=ByCorp,benign,False,2.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,lindaguarino.com,False,84.0,1
1088,facebook.com/pages/CFMB/107472729281906,benign,True,1.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,facebook.com,False,46.0,1
1089,jeopardylabs.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,jeopardylabs.com,False,24.0,1
1090,wn.com/The_Montreal_Star,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,wn.com,False,31.0,1
1091,linkedin.com/company/universal-studios,benign,True,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,linkedin.com,False,45.0,1
1092,http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117917.html&k=e09afc106e473491952cfe324aa83aabe5b07446,benign,True,4.0,0.0,0.0,1.0,0.0,31.0,1.0,0.0,mixi.jp,False,111.0,1
1093,facebook.com/WilburWatson,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,facebook.com,False,32.0,1
1094,yougabsports.com/pt/The-Almost-All-Time-San-Diego-Chargers/blog.htm,benign,True,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,yougabsports.com,False,74.0,1
1095,http://svadebny.com/x.txt,defacement,False,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,svadebny.com,False,25.0,0
1096,filecrop.com/GhostGirl-Tonya-Hurley-loca-por-amor-.pdf.html,benign,True,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,filecrop.com,False,66.0,1
1097,channel5.com/shows/the-vanessa-show,benign,True,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,channel5.com,False,42.0,1
1098,http://www.ksra.ca/form/use/verify/form1.html,phishing,True,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,www.ksra.ca,False,45.0,0
1099,camerchants.com/Canada-City/QC/Quebec/St-Barthelemy,benign,True,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,camerchants.com,True,58.0,1
1100,videostravelguide.com/Virgin%20Islands/,benign,False,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,videostravelguide.com,False,46.0,1
1101,portlandmercury.com/portland/liam-finn-and-the-luyas/Event?oid=3633906,benign,True,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,portlandmercury.com,False,77.0,1
1102,uncyclopedia.wikia.com/wiki/New_Zealand,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,uncyclopedia.wikia.com,False,46.0,1
1103,en-gb.facebook.com/clementine.bailly,benign,True,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,en-gb.facebook.com,False,43.0,1
1104,http://distractify.com/post/related/id/5540d7154a0c4b3c311f252c/skip/10/limit/10/back/0,benign,True,1.0,0.0,0.0,10.0,0.0,22.0,0.0,0.0,distractify.com,False,87.0,1
1105,news.am/eng/news/77114.html,benign,True,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,news.am,False,34.0,1
1106,buckeyecablesystem.com/lineup/lineup-tol.html,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,buckeyecablesystem.com,False,52.0,1
1107,omaopioridge.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,omaopioridge.com,True,24.0,1
1108,http://kakaku.com/kaden/food-processor/ranking_2129/pricedown/div-gpt-ad-k/header_text,benign,True,1.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,kakaku.com,False,86.0,1
1109,forbes.com/sites/kitconews/2011/06/10/plan-nords-extension-of-route-167-key-for-mining-in-northern-quebec-stornoway-ceo/,benign,True,1.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,forbes.com,False,127.0,1
1110,http://www.daytonaelectronics.co.za/index.php?option=com_content&view=article&id=47&Itemid=54,defacement,True,4.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,www.daytonaelectronics.co.za,True,93.0,0
1111,athletics.scout.com/2/621936.html,benign,True,3.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,athletics.scout.com,False,40.0,1
1112,portland.daveknows.org/category/sport/timbers/,benign,True,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,portland.daveknows.org,True,53.0,1
1113,beyondrobson.com/music/2007/02/mixed_bag_book_of_lists_les_georges_leningrad_and_papercuts/,benign,True,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,beyondrobson.com,False,98.0,1
1114,5tothrive.net/cgi-bin/mt/mt-search.cgi?blog_id=1&tag=kaiser&limit=20,benign,True,2.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,5tothrive.net,False,75.0,1
1115,en.wikipedia.org/wiki/Maurice_Richard_(film),benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,51.0,1
1116,ussoccer.com/News/Federation-Services/2009/06/University-Of-Miami-President-Donna-E-Shalala-Joins-Team-To-Bring-FIFA-World-Cup-To-United-States-In.aspx,benign,True,2.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,ussoccer.com,False,158.0,1
1117,washingtondc.bcg.com/,benign,True,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,washingtondc.bcg.com,False,28.0,1
1118,http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=18&vsig4_1=2,defacement,True,3.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,www.ijsbaanapeldoorn.nl,False,69.0,0
1119,spokeo.com/Matthew+Dunkle,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,spokeo.com,False,32.0,1
